paper_id,title,journal_short,publication_year,institution_names,primary_topic,cited_by_count,citation_percentile,exact_math_density,broad_math_density
JASA_2026_1333,Stationarity of Manifold Time Series,JASA,2026,National University of Singapore | University of Toronto,Time Series Analysis and Forecasting,0,48.080065,0.0462,0.2369
JASA_2026_1334,Correction,JASA,2026,,,0,,0.0,0.1962
JASA_2026_1335,Staleness Factors and Volatility Estimation at High Frequencies,JASA,2026,University of Science and Technology of China,Financial Risk and Volatility Modeling,0,93.601583,0.1184,0.2832
JASA_2026_1336,A Burden Shared is a Burden Halved: A Fairness-Adjusted Approach to Classification,JASA,2026,Communication University of Zhejiang | Emory University | The University of Sydney | University of Hong Kong,Ethics and Social Impacts of AI,0,92.072783,0.0089,0.0582
JASA_2026_1338,Doubly robust pointwise confidence intervals for a monotonic continuous treatment effect curve,JASA,2026,University of Minnesota,Statistical Methods in Clinical Trials,0,57.25190799999999,0.3338,0.2496
JASA_2026_1341,Nonparametric Causal Inference for Optogenetics: Sequential Excursion Effects for Dynamic Regimes,JASA,2026,National Institute of Mental Health | University of Pennsylvania,Quantum Mechanics and Applications,0,61.856702,0.0879,0.2371
JASA_2026_1342,Hyperbolic Network Latent Space Model with Learnable Curvature,JASA,2026,,Graph Theory and Algorithms,0,97.827402,0.1992,0.2326
JASA_2026_1343,Inside-out cross-covariance for spatial multivariate data,JASA,2026,,Spatial and Panel Data Analysis,0,98.856306,0.1363,0.4116
JASA_2026_1344,Inference for Deep Neural Network Estimators in Generalized Nonparametric Models,JASA,2026,University of Michigan,Generative Adversarial Networks and Image Synthesis,0,54.674299000000005,0.0362,0.2609
JASA_2026_1346,Mini-batch Estimation for Deep Cox Models: Statistical Foundations and Practical Guidance,JASA,2026,Carnegie Mellon University | University of Pittsburgh,Statistical Methods and Bayesian Inference,0,94.971161,0.4831,0.4849
JASA_2026_1350,Adapting to Noise Tails in Private Linear Regression,JASA,2026,Academy of Mathematics and Systems Science | Chinese Academy of Sciences | College of Business Administration | Hong Kong University of Science and Technology | Illinois College | Peking University | Southwestern University of Finance and Economics | University of Illinois Chicago,Statistical Methods and Inference,0,61.655901,0.0774,0.5173
JASA_2026_1351,Limiting laws and consistent estimation criteria for fixed and diverging number of spiked eigenvalues,JASA,2026,Beijing Technology and Business University | Central China Normal University | Emory University | University of Michigan,Random Matrices and Applications,0,96.352362,0.0677,0.5657
JASA_2026_1352,Individualized Dynamic Mediation Analysis Using Latent Factor Models,JASA,2026,Fudan University | Pennsylvania State University | The University of Texas at San Antonio | University of Pennsylvania,Psychometric Methodologies and Testing,0,59.814376,0.0336,0.23
JASA_2026_1353,Covariance test for discretely observed functional data: when and how it works?,JASA,2026,Beijing Normal University | Hong Kong Polytechnic University | Institute of Mathematical Statistics,Statistical Methods and Inference,0,61.691133,0.0631,0.1863
JASA_2026_1355,Cluster Quilting: Spectral Clustering for Patchwork Learning,JASA,2026,Baylor College of Medicine | Columbia University | University of Illinois Urbana-Champaign,Advanced Clustering Algorithms Research,0,73.52126,0.1134,0.2507
JASA_2026_1356,Fairness-aware Contextual Dynamic Pricing with Strategic Buyers,JASA,2026,Yale University,Auction Theory and Applications,0,94.615835,0.1288,0.3975
JASA_2026_1366,Efficient Nonparametric Inference for Mediation Analysis with Nonignorable Missing Confounders,JASA,2026,Chinese University of Hong Kong | Renmin University of China,Statistical Methods and Inference,0,95.547134,0.0567,0.2382
JASA_2026_1369,An Online Meta-Level Adaptive Design Framework with Targeted Learning Inference: Applications to Evaluating and Utilizing Surrogate Outcomes in Adaptive Designs,JASA,2026,Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa | Fred Hutch Cancer Center | University of Washington,Advanced Multi-Objective Optimization Algorithms,0,94.801744,0.0588,0.1702
JASA_2026_1372,Conformal prediction after data-dependent model selection,JASA,2026,University of Chicago,Statistical Methods and Inference,0,94.151062,0.1204,0.3393
JASA_2026_1374,Tree Bandits for Generative Bayes,JASA,2026,University of Chicago,Advanced Bandit Algorithms Research,0,94.626589,0.1472,0.2297
JASA_2026_1376,Semiparametric Efficient Fusion of Individual Data and Summary Statistics,JASA,2026,Harvard University | King University | Peking University | Renmin University of China,Statistical Methods and Inference,0,95.003156,0.3521,0.4213
JASA_2026_1377,Nonparametric predictive inference for discrete data via Metropolis-adjusted Dirichlet sequences,JASA,2026,Duke University | University of Milano-Bicocca,Bayesian Methods and Mixture Models,0,94.403652,0.1182,0.2369
JRSSB_2023_1378,Estimating heterogeneous treatment effects with right-censored data via causal survival forests,JRSSB,2023,Stanford University | University of Illinois Urbana-Champaign | University of North Carolina at Chapel Hill | Zhejiang University,Advanced Causal Inference Techniques,90,99.787079,0.2062,0.2811
JRSSB_2023_1379,Estimating means of bounded random variables by betting,JRSSB,2023,Carnegie Mellon University,Advanced Bandit Algorithms Research,79,99.37392,0.1673,0.2701
JRSSB_2024_1380,Safe testing,JRSSB,2024,Centrum Wiskunde & Informatica | Leiden University | Mathematical Institute of the Slovak Academy of Sciences | University of Twente | Vrije Universiteit Amsterdam,Bayesian Modeling and Causal Inference,57,99.377197,0.0,0.1562
JRSSB_2023_1381,Vintage factor analysis with Varimax performs statistical inference,JRSSB,2023,University of Wisconsin–Madison,Face and Expression Recognition,51,96.522567,0.5572,0.4275
JRSSB_2023_1382,Modelling matrix time series via a tensor CP-decomposition,JRSSB,2023,London School of Economics and Political Science | Southwestern University of Finance and Economics | Zhejiang Gongshang University,Tensor decomposition and applications,38,98.812352,0.0338,0.3373
JRSSB_2023_1383,Conformalized survival analysis,JRSSB,2023,Stanford University | University of Chicago,Statistical Methods and Inference,36,98.899102,0.1387,0.4025
JRSSB_2023_1386,Martingale posterior distributions,JRSSB,2023,The Alan Turing Institute | The University of Texas at Austin | University of Oxford,Bayesian Methods and Mixture Models,28,95.381765,0.0,0.0141
JRSSB_2024_1387,Automatic change-point detection in time series via deep learning,JRSSB,2024,Lancaster University | London School of Economics and Political Science,Time Series Analysis and Forecasting,27,98.492329,0.1752,0.2451
JRSSB_2024_1388,CP factor model for dynamic tensors,JRSSB,2024,"Environmental and Occupational Health Sciences Institute | Rutgers, The State University of New Jersey | University of Hong Kong | University of Notre Dame",Tensor decomposition and applications,16,96.403712,0.3271,0.3881
JRSSB_2024_1389,Doubly robust calibration of prediction sets under covariate shift,JRSSB,2024,Carnegie Mellon University | University of Pennsylvania,Advanced Statistical Methods and Models,14,98.379709,0.2584,0.3976
JRSSB_2023_1390,Quasi-Newton updating for large-scale distributed learning,JRSSB,2023,Peking University | Renmin University of China | Shanghai University of Finance and Economics,Sparse and Compressive Sensing Techniques,11,87.339068,0.0774,0.3812
JRSSB_2025_1391,Conformal prediction with conditional guarantees,JRSSB,2025,Sequoia (United States) | Stanford University,Statistical Methods and Inference,11,99.614945,0.3815,0.3842
JRSSB_2023_1393,Computationally efficient and data-adaptive changepoint inference in high dimension,JRSSB,2023,East China Normal University | Nankai University,Statistical Methods and Inference,8,90.888785,0.2938,0.4502
JRSSB_2023_1394,Testing for the Markov property in time series via deep conditional generative learning,JRSSB,2023,"London School of Economics and Political Science | University of California, Berkeley",Generative Adversarial Networks and Image Synthesis,8,76.457782,0.0447,0.3821
JRSSB_2024_1396,Engression: extrapolation through the lens of distributional regression,JRSSB,2024,ETH Zurich,Bayesian Methods and Mixture Models,7,90.193798,0.2097,0.1981
JRSSB_2025_1398,Unbiased and consistent nested sampling via sequential Monte Carlo,JRSSB,2025,Queensland University of Technology | The University of Queensland | University of Warwick,Mathematical Approximation and Integration,21,79.85766699999999,0.1606,0.2305
JRSSB_2023_1399,Fast and fair simultaneous confidence bands for functional parameters,JRSSB,2023,Pennsylvania State University | University of Bonn,Advanced Statistical Methods and Models,19,94.432037,0.0675,0.2618
JRSSB_2023_1401,Bayesian predictive decision synthesis,JRSSB,2023,Duke University | Statistical and Applied Mathematical Sciences Institute,Forecasting Techniques and Applications,19,94.812884,0.0,0.1448
JRSSB_2023_1402,Autoregressive optimal transport models,JRSSB,2023,"University of California, Davis | University of Notre Dame",Point processes and geometric inequalities,18,98.831338,0.2086,0.3426
JRSSB_2023_1403,Identifying the latent space geometry of network models through analysis of curvature,JRSSB,2023,Abdul Latif Jameel Poverty Action Lab | Stanford University | University of Washington,Complex Network Analysis Techniques,16,88.087421,0.1077,0.196
JRSSB_2024_1406,Semi-parametric tensor factor analysis by iteratively projected singular value decomposition,JRSSB,2024,Fudan University | Hong Kong University of Science and Technology | New York University | Princeton University | University of Hong Kong | Washington State University,Tensor decomposition and applications,15,96.283391,0.4288,0.4169
JRSSB_2023_1408,Proximal causal inference for complex longitudinal studies,JRSSB,2023,Peking University | University of Michigan | University of Pennsylvania,Advanced Causal Inference Techniques,13,94.650184,0.0,0.1442
JRSSB_2023_1410,Adaptive bootstrap tests for composite null hypotheses in the mediation pathway analysis,JRSSB,2023,University of Michigan | University of Wisconsin–Madison,Advanced Causal Inference Techniques,12,95.5027,0.0535,0.3781
JRSSB_2023_1411,Estimating and improving dynamic treatment regimes with a time-varying instrumental variable,JRSSB,2023,Fred Hutch Cancer Center | University of Pennsylvania,Advanced Causal Inference Techniques,11,90.148525,0.2192,0.4301
JRSSB_2023_1413,Robust estimation and inference for expected shortfall regression with many regressors,JRSSB,2023,Decision Sciences (United States) | University of Illinois Chicago | University of Michigan | Washington University in St. Louis,Statistical Methods and Inference,11,94.022642,0.0474,0.1921
JRSSB_2024_1414,Statistical inference for multivariate extremes via a geometric approach,JRSSB,2024,Lancaster City Council | Lancaster University,Hydrology and Drought Analysis,11,91.068096,0.0,0.2535
JRSSB_2023_1416,Bayesian Pyramids: identifiable multilayer discrete latent structure models for discrete data,JRSSB,2023,Columbia University | Duke University,Gene expression and cancer classification,10,81.618221,0.0666,0.3104
JRSSB_2023_1417,Causal inference on distribution functions,JRSSB,2023,National University of Singapore | University of Toronto,Advanced Causal Inference Techniques,10,92.854175,0.1118,0.3446
JRSSB_2023_1418,Causal inference with invalid instruments: post-selection problems and a solution using searching and sampling,JRSSB,2023,"Rutgers, The State University of New Jersey",Advanced Causal Inference Techniques,10,92.807172,0.0,0.3076
JRSSB_2023_1419,Consistent and fast inference in compartmental models of epidemics using Poisson Approximate Likelihoods,JRSSB,2023,Lancaster University | University of Bristol,COVID-19 epidemiological studies,10,85.01421500000001,0.4443,0.5209
JRSSB_2023_1420,Bayesian fusion: scalable unification of distributed statistical analyses,JRSSB,2023,Newcastle University | The Alan Turing Institute | University of Essex | University of Warwick,Statistical Methods and Bayesian Inference,9,88.61759099999999,0.1417,0.2097
JRSSB_2023_1421,Parameterizing and simulating from causal models,JRSSB,2023,Leibniz Institute for Prevention Research and Epidemiology - BIPS | University of Bremen | University of Oxford,Advanced Causal Inference Techniques,9,89.96217,0.0549,0.1889
JRSSB_2023_1422,Image response regression via deep neural networks,JRSSB,2023,"University of California, Berkeley | University of Michigan | University of Pennsylvania",Statistical Methods and Inference,9,91.953368,0.0406,0.1546
JRSSB_2023_1424,Non-agency interventions for causal mediation in the presence of intermediate confounding,JRSSB,2023,New York University,Advanced Causal Inference Techniques,9,92.516618,0.2562,0.3004
JRSSB_2023_1425,Ensemble methods for testing a global null,JRSSB,2023,Columbia University | Harvard University | Southwestern University of Finance and Economics,Statistical Methods and Inference,9,92.532198,0.0195,0.1324
JRSSB_2024_1426,Bayesian model selection via mean-field variational approximation,JRSSB,2024,University of Illinois Urbana-Champaign,Statistical Methods and Bayesian Inference,9,96.571795,0.0461,0.3781
JRSSB_2024_1427,On the instrumental variable estimation with many weak and invalid instruments,JRSSB,2024,Chinese University of Hong Kong | University of Oxford,Image and Signal Denoising Methods,9,88.018799,0.3753,0.491
JRSSB_2024_1428,"Multivariate, heteroscedastic empirical Bayes via nonparametric maximum likelihood",JRSSB,2024,"Columbia University | University of California, Berkeley | University of Chicago | University of Illinois Chicago",Bayesian Methods and Mixture Models,9,92.077182,0.2429,0.3362
JRSSB_2024_1429,Robust angle-based transfer learning in high dimensions,JRSSB,2024,Cancer Research And Biostatistics | Columbia University,Cancer-related molecular mechanisms research,9,90.354178,0.0307,0.22
JRSSB_2024_1431,On the role of surrogates in the efficient estimation of treatment effects with limited outcome data,JRSSB,2024,Cornell University | Tsinghua University,Advanced Causal Inference Techniques,8,96.992823,0.4868,0.4152
JRSSB_2023_1432,Empirical bias-reducing adjustments to estimating functions,JRSSB,2023,Ca' Foscari University of Venice | University of Warwick,Statistical Methods and Inference,7,86.11341900000001,0.0,0.1822
JRSSB_2024_1433,Broadcasted nonparametric tensor regression,JRSSB,2024,Beijing Institute of Big Data Research | Renmin University of China | Texas A&M University,Tensor decomposition and applications,7,79.210221,0.3812,0.4104
JRSSB_2023_1434,Sparse Kronecker product decomposition: a general framework of signal region detection in image regression,JRSSB,2023,University of Hong Kong,Sparse and Compressive Sensing Techniques,7,77.39051500000001,0.0082,0.5612
JRSSB_2023_1435,Core shrinkage covariance estimation for matrix-variate data,JRSSB,2023,Duke University,Statistical Methods and Bayesian Inference,7,89.405899,0.2663,0.273
JRSSB_2024_1436,Debiased inference for a covariate-adjusted regression function,JRSSB,2024,Amherst College | Carnegie Mellon University | University of Massachusetts Amherst,Advanced Causal Inference Techniques,7,95.789162,0.5963,0.5179
JRSSB_2023_1437,The HulC: confidence regions from convex hulls,JRSSB,2023,Carnegie Mellon University,Statistical Methods and Inference,6,83.985286,0.0022,0.3509
JRSSB_2024_1438,From denoising diffusions to denoising Markov models,JRSSB,2024,University of Oxford | École Normale Supérieure - PSL | École des Neurosciences de Paris,Generative Adversarial Networks and Image Synthesis,6,77.966309,0.1198,0.3209
JRSSB_2023_1440,Debiased inference on heterogeneous quantile treatment effects with regression rank scores,JRSSB,2023,"University of California, Berkeley | University of Washington",Advanced Causal Inference Techniques,6,87.525966,0.6848,0.5576
JRSSB_2024_1442,Adaptive functional principal components analysis,JRSSB,2024,Centre National de la Recherche Scientifique | Centre de Recherche en Économie et Statistique | ENSAE Paris | Institut de recherche mathématique de Rennes | Université de Rennes,Advanced Statistical Methods and Models,6,94.40587,0.0,0.2573
JRSSB_2025_1443,Semiparametric posterior corrections,JRSSB,2025,Hong Kong University of Science and Technology | Nuffield Orthopaedic Centre | Science Oxford | University of Hong Kong | University of Oxford | Université Paris Dauphine-PSL | Université Paris Sciences et Lettres,Advanced Causal Inference Techniques,6,98.811538,0.1041,0.3399
JRSSB_2026_1444,Statistical exploration of the manifold hypothesis,JRSSB,2026,Maxwell Institute for Mathematical Sciences | The Alan Turing Institute | Turing Institute | University of Bristol,Neural Networks and Applications,5,99.616677,0.2981,0.3886
JRSSB_2023_1445,Designing to detect heteroscedasticity in a regression model,JRSSB,2023,University of Milan,Advanced Statistical Methods and Models,5,84.457633,0.1582,0.4439
JRSSB_2023_1449,Trace-class Gaussian priors for Bayesian learning of neural networks with MCMC,JRSSB,2023,University of Cambridge | University of Edinburgh,Gaussian Processes and Bayesian Inference,4,73.574539,0.3284,0.2866
JRSSB_2024_1451,Estimating a directed tree for extremes,JRSSB,2024,Technical University of Munich | The University of Texas at Austin,Reservoir Engineering and Simulation Methods,4,76.50322,0.1758,0.1441
JRSSB_2024_1452,Simultaneous false discovery proportion bounds via knockoffs and closed testing,JRSSB,2024,ETH Zurich | Leiden University Medical Center | Stanford University,Statistical Methods in Clinical Trials,4,89.00508099999999,0.3207,0.3001
JRSSB_2023_1453,Spatial confidence regions for combinations of excursion sets in image analysis,JRSSB,2023,"University of California, San Diego | University of Oxford",Geochemistry and Geologic Mapping,3,71.82737,0.0486,0.2067
JRSSB_2024_1456,Probabilistic Richardson extrapolation,JRSSB,2024,Imperial College London | King's College London | Lappeenranta-Lahti University of Technology | Lung Institute | Maxwell Institute for Mathematical Sciences | Newcastle University | University of Edinburgh | University of Helsinki,Probabilistic and Robust Engineering Design,3,84.14505199999999,0.2052,0.2701
JRSSB_2023_1459,Permutation-based true discovery guarantee by sum tests,JRSSB,2023,Leiden University Medical Center | University of Bremen | University of Padua,Algorithms and Data Compression,12,86.580652,0.113,0.1733
JRSSB_2023_1460,A nested error regression model with high-dimensional parameter for small area estimation,JRSSB,2023,"University of Maryland, College Park | University of Pisa",demographic modeling and climate adaptation,9,87.73336400000001,0.0,0.1649
JRSSB_2023_1461,Monte Carlo goodness-of-fit tests for degree corrected and related stochastic blockmodels,JRSSB,2023,Citadel | Illinois Institute of Technology | KTH Royal Institute of Technology | Mitre (United States) | Rose–Hulman Institute of Technology | Temple University | Texas A&M University | University of Illinois Chicago,Statistical Methods and Bayesian Inference,9,93.274823,0.0694,0.1459
JRSSB_2024_1462,GENIUS-MAWII: for robust Mendelian randomization with many weak invalid instruments,JRSSB,2024,City University of Seattle | Columbia University | National University of Singapore | Seattle University | University of Pennsylvania | University of Washington,Genetic Associations and Epidemiology,9,94.730005,0.3587,0.4522
JRSSB_2023_1463,Statistical inference for high-dimensional panel functional time series,JRSSB,2023,Ruhr University Bochum | University of Toronto,Statistical Methods and Inference,8,90.790101,0.3269,0.2933
JRSSB_2023_1464,Controlling the false discovery rate in transformational sparsity: Split Knockoffs,JRSSB,2023,Fudan University | Hong Kong University of Science and Technology | University of Hong Kong,Image and Signal Denoising Methods,8,78.609724,0.224,0.2919
JRSSB_2023_1468,Nonparametric estimation of the continuous treatment effect with measurement error,JRSSB,2023,Renmin University of China | University of Melbourne,Statistical Methods and Inference,6,84.015372,0.0,0.2837
JRSSB_2023_1471,Root and community inference on the latent growth process of a network,JRSSB,2023,"Rutgers, The State University of New Jersey",Complex Network Analysis Techniques,6,74.077772,0.1124,0.339
JRSSB_2024_1472,Covariate-adaptive randomization inference in matched designs,JRSSB,2024,"University of California, Berkeley",Statistical Methods and Inference,6,93.646722,0.0875,0.2425
JRSSB_2023_1473,Estimating the efficiency gain of covariate-adjusted analyses in future clinical trials using external data,JRSSB,2023,University of Washington,Statistical Methods in Clinical Trials,5,83.349774,0.4735,0.3535
JRSSB_2023_1474,Quantile autoregressive conditional heteroscedasticity,JRSSB,2023,Shanghai University of Finance and Economics | University of Connecticut | University of Hong Kong,Financial Risk and Volatility Modeling,5,82.548895,0.4801,0.4646
JRSSB_2024_1475,Nonparametric measure-transportation-based methods for directional data,JRSSB,2024,University of Science and Technology of China | Université Libre de Bruxelles,Spatial and Panel Data Analysis,5,95.390149,0.0588,0.2603
JRSSB_2024_1477,Proximal survival analysis to handle dependent right censoring,JRSSB,2024,"Irvine Valley College | University of California, Irvine",Statistical Methods and Inference,4,89.621664,0.0,0.2437
JRSSB_2024_1479,A nonparametric framework for treatment effect modifier discovery in high dimensions,JRSSB,2024,"Cancer Research And Biostatistics | Harvard University | Kaiser Permanente South San Francisco Medical Center | University of California, Berkeley",Statistical Methods in Clinical Trials,4,90.336901,0.2078,0.2874
JRSSB_2024_1480,Extended fiducial inference: toward an automated process of statistical inference,JRSSB,2024,Harvard University | Purdue University West Lafayette | University of Pennsylvania,Probabilistic and Robust Engineering Design,4,86.88810099999999,0.1608,0.3626
JRSSB_2024_1482,X-vine models for multivariate extremes,JRSSB,2024,University of Namur,Financial Risk and Volatility Modeling,4,88.287943,0.2608,0.3182
JRSSB_2025_1484,Analytic natural gradient updates for Cholesky factor in Gaussian variational approximation,JRSSB,2025,National University of Singapore,Statistical Methods and Inference,4,96.248887,0.034,0.4033
JRSSB_2024_1485,Policy evaluation for temporal and/or spatial dependent experiments,JRSSB,2024,Academy of Mathematics and Systems Science | Alibaba Group (China) | Chinese Academy of Sciences | Didi Chuxing (China) | London School of Economics and Political Science | Peking University | University of North Carolina at Chapel Hill,Advanced Causal Inference Techniques,3,84.095163,0.0,0.3915
JRSSB_2024_1486,Green’s matching: an efficient approach to parameter estimation in complex dynamic systems,JRSSB,2024,Hefei University of Technology | Peking University | Renmin University of China | Sun Yat-sen University | University of Science and Technology of China,Probabilistic and Robust Engineering Design,3,81.40591,0.0397,0.27
JRSSB_2024_1487,Graphical criteria for the identification of marginal causal effects in continuous-time survival and event-history analyses,JRSSB,2024,Cancer Registry of Norway | Hochschule Bremen | Leibniz Institute for Prevention Research and Epidemiology - BIPS | Norwegian Institute of Public Health | University of Bremen | University of Oslo | École Polytechnique Fédérale de Lausanne,Advanced Causal Inference Techniques,3,86.514083,0.1956,0.225
JRSSB_2024_1489,Corrected generalized cross-validation for finite ensembles of penalized estimators,JRSSB,2024,"Carnegie Mellon University | Rutgers, The State University of New Jersey | University of California, Berkeley | University of Chicago",Statistical Methods and Inference,2,82.050017,0.3483,0.3954
JRSSB_2024_1490,Robust evaluation of longitudinal surrogate markers with censored data,JRSSB,2024,RAND Corporation | The University of Texas at Austin,Advanced Causal Inference Techniques,2,88.240517,0.0,0.4273
JRSSB_2025_1492,Selecting informative conformal prediction sets with false coverage rate control,JRSSB,2025,"Centre National de la Recherche Scientifique | Laboratoire de Probabilités, Statistique et Modélisation | Sorbonne Paris Cité | Sorbonne Université | Tel Aviv University | The Alan Turing Institute | Université Paris Cité",Statistical Methods in Clinical Trials,2,93.387869,0.1458,0.2452
JRSSB_2025_1493,Regularized halfspace depth for functional data,JRSSB,2025,"Kent State University | Northeastern University | University of California, Berkeley",Advanced Statistical Methods and Models,2,94.300343,0.0,0.1569
JRSSB_2025_1494,Bayesian quantile estimation and regression with martingale posteriors,JRSSB,2025,Hong Kong University of Science and Technology | University of Hong Kong | University of Southampton,Markov Chains and Monte Carlo Methods,2,95.616299,0.2727,0.3323
JRSSB_2023_1496,Simultaneous directional inference,JRSSB,2023,Ca' Foscari University of Venice | Tel Aviv University | University of Milano-Bicocca,Statistical Methods in Clinical Trials,1,66.171583,0.1012,0.2168
JRSSB_2024_1497,Sandwich boosting for accurate estimation in partially linear models for grouped data,JRSSB,2024,University of Cambridge,Statistical Methods and Inference,1,69.022838,0.2465,0.4395
JRSSB_2024_1498,Prediction sets for high-dimensional mixture of experts models,JRSSB,2024,Amazon (United States) | University of Southern California,Statistical Methods and Inference,1,76.228943,0.0397,0.0766
JRSSB_2025_1499,Adaptive experiments toward learning treatment effect heterogeneity,JRSSB,2025,"University of California San Diego | University of California, Berkeley | University of Southern California",Statistical Methods in Clinical Trials,1,84.423346,0.0561,0.177
JRSSB_2025_1503,Wasserstein generative regression,JRSSB,2025,Chinese University of Hong Kong | Hong Kong Polytechnic University | Tongji University,Generative Adversarial Networks and Image Synthesis,1,81.697092,0.2483,0.3508
JRSSB_2025_1504,Huber means on Riemannian manifolds,JRSSB,2025,Pusan National University | Seoul National University,Morphological variations and asymmetry,1,92.325444,0.4343,0.3383
JRSSB_2025_1505,Bootstrapping estimators based on the block maxima method,JRSSB,2025,Ruhr University Bochum,Financial Risk and Volatility Modeling,1,88.046243,0.3651,0.407
JRSSB_2025_1506,Robust detection of watermarks for large language models under human edits,JRSSB,2025,Northwestern University | Philadelphia University | University City Science Center | University of Pennsylvania | University of the Sciences,Handwritten Text Recognition Techniques,1,82.53631299999999,0.2348,0.2501
JRSSB_2026_1508,ART: distribution-free and model-agnostic changepoint detection with finite-sample guarantees,JRSSB,2026,Nankai University,Statistical Methods and Inference,1,98.958904,0.042,0.2603
JRSSB_2023_1510,Exact Monte Carlo likelihood-based inference for jump-diffusion processes,JRSSB,2023,Universidade Federal de Minas Gerais | University of Warwick,Markov Chains and Monte Carlo Methods,13,83.256321,0.0622,0.3187
JRSSB_2023_1511,The variational method of moments,JRSSB,2023,Cornell University,Statistical Methods and Inference,9,88.50527,0.357,0.3019
JRSSB_2023_1512,Identification and estimation of causal peer effects using double negative controls for unmeasured network confounding,JRSSB,2023,Columbia University | University of Pennsylvania,Advanced Causal Inference Techniques,7,88.48211,0.0389,0.2661
JRSSB_2023_1514,Statistical testing under distributional shifts,JRSSB,2023,University of Copenhagen,Machine Learning and Algorithms,6,77.452634,0.0374,0.0392
JRSSB_2023_1515,A quantitative Heppes theorem and multivariate Bernoulli distributions,JRSSB,2023,Universidad de la República | Université Laval,Advanced Statistical Methods and Models,6,87.221751,0.0986,0.1844
JRSSB_2023_1516,Prediction sets adaptive to unknown covariate shift,JRSSB,2023,University of Pennsylvania,Statistical Methods and Inference,6,84.893805,0.2946,0.3766
JRSSB_2023_1518,On inference in high-dimensional regression,JRSSB,2023,Imperial College London | University of Toronto,Advanced Statistical Methods and Models,5,83.542792,0.3841,0.3557
JRSSB_2023_1519,Testing homogeneity: the trouble with sparse functional data,JRSSB,2023,"University of California, Davis | University of Notre Dame",Statistical Methods and Inference,5,84.056917,0.1607,0.415
JRSSB_2023_1525,Informative core identification in complex networks,JRSSB,2023,University of Virginia,Complex Network Analysis Techniques,5,68.33225200000001,0.3489,0.3094
JRSSB_2026_1527,Combining evidence across filtrations,JRSSB,2026,Carnegie Mellon University | INSEAD,Seismology and Earthquake Studies,3,0.125022,0.0972,0.2154
JRSSB_2024_1528,Model-assisted sensitivity analysis for treatment effects under unmeasured confounding via regularized calibrated estimation,JRSSB,2024,"Environmental and Occupational Health Sciences Institute | Rutgers, The State University of New Jersey",Advanced Causal Inference Techniques,3,85.645933,0.0,0.403
JRSSB_2024_1529,Isotonic subgroup selection,JRSSB,2024,Maxwell Institute for Mathematical Sciences | University of Bristol | University of Cambridge | University of Edinburgh,Statistical Methods in Clinical Trials,3,89.393621,0.4521,0.4496
JRSSB_2023_1530,A kernel Stein test for comparing latent variable models,JRSSB,2023,Google (United States) | Max Planck Institute for Intelligent Systems | Microsoft (United States) | Microsoft Research New England (United States) | Oxford Centre for Computational Neuroscience | The Institute of Statistical Mathematics | University College London,Bayesian Methods and Mixture Models,2,63.63134,0.1798,0.2883
JRSSB_2023_1531,GRASP: a goodness-of-fit test for classification learning,JRSSB,2023,University of Southern California,Machine Learning and Data Classification,2,65.743498,0.0139,0.3399
JRSSB_2024_1533,Continuously indexed graphical models,JRSSB,2024,École Polytechnique Fédérale de Lausanne,Data Management and Algorithms,2,70.445726,0.2242,0.2886
JRSSB_2024_1534,Frequentist inference for semi-mechanistic epidemic models with interventions,JRSSB,2024,Carnegie Mellon University | University of Michigan,COVID-19 epidemiological studies,2,70.545613,0.0948,0.334
JRSSB_2024_1535,Adaptive conformal classification with noisy labels,JRSSB,2024,The University of Sydney | University of Hong Kong | University of Southern California,Machine Learning and Algorithms,2,76.788508,0.3957,0.4227
JRSSB_2025_1536,An optimal design framework for lasso sign recovery,JRSSB,2025,Citadel | Henry Ford Health + Michigan State University Health Sciences | Henry Ford Health System | Miami University | Michigan State University | North Carolina State University | Virginia Commonwealth University,Optimal Experimental Design Methods,2,92.646936,0.0258,0.4758
JRSSB_2025_1537,Isotonic mechanism for exponential family estimation in machine learning peer review,JRSSB,2025,Princeton University | University of Pennsylvania | University of Wisconsin–Madison,Scientific Computing and Data Management,2,96.460353,0.0331,0.3769
JRSSB_2025_1538,Estimating maximal symmetries of regression functions via subgroup lattices,JRSSB,2025,Institute of Mathematical Statistics | University of Cambridge,Advanced Statistical Methods and Models,2,96.251582,0.1005,0.194
JRSSB_2025_1539,Pretraining and the lasso,JRSSB,2025,Haukeland University Hospital | Institute of Mathematical Statistics | Stanford University | University of Bergen,Early Childhood Education and Development,2,98.639981,0.0457,0.1866
JRSSB_2024_1540,Mode-wise principal subspace pursuit and matrix spiked covariance model,JRSSB,2024,Columbia University | Duke University | University of Wisconsin–Madison,Blind Source Separation Techniques,2,66.84514700000001,0.3874,0.5327
JRSSB_2024_1541,Causal mediation analysis: selection with asymptotically valid inference,JRSSB,2024,Eli Lilly (United States) | University of Rochester,Advanced Causal Inference Techniques,1,65.69821900000001,0.3135,0.3245
JRSSB_2023_1542,Normalised latent measure factor models,JRSSB,2023,University College London | University of Turin,Bayesian Methods and Mixture Models,1,53.938822,0.0,0.0692
